id,category,page,prompt
traffic_law_choice-235,traffic_law_choice,18,大型車輛在高速或快速公路行駛，應在
traffic_law_choice-238,traffic_law_choice,18,汽車在高速或快速公路行駛中
traffic_law_choice-241,traffic_law_choice,18,在單車道之匝道及加減速車道上駕駛車輛
traffic_law_choice-242,traffic_law_choice,18,在高速或快速公路上行駛之車輛，若發生故障時，應
traffic_law_choice-243,traffic_law_choice,18,在高速或快速公路行車
traffic_law_choice-244,traffic_law_choice,18,高速或快速公路的來往向車道是
traffic_law_choice-246,traffic_law_choice,18,在高速行車狀況下，駕駛人視力較正常情況
traffic_law_choice-247,traffic_law_choice,18,濃霧、濃煙、大雨、強風中行車，除減低速度外並應
traffic_law_choice-248,traffic_law_choice,18,在高速或快速公路行車
traffic_law_choice-252,traffic_law_choice,19,在高速或快速公路上，大型車除超車外，應利用
traffic_law_choice-254,traffic_law_choice,19,為了趕時間
traffic_law_choice-255,traffic_law_choice,19,防衛駕駛就是
traffic_law_choice-257,traffic_law_choice,19,行駛高速或快速公路駛離主線
traffic_law_choice-258,traffic_law_choice,19,夜間駕駛汽車行駛市區及會車或跟前車距離在 100 公尺以內時，為求安全
traffic_law_choice-259,traffic_law_choice,19,行駛在積水路段，應
traffic_law_choice-261,traffic_law_choice,19,汽車滑溜時
traffic_law_choice-264,traffic_law_choice,20,行車速度愈快，駕駛人的視野
traffic_law_choice-267,traffic_law_choice,20,一般交通秩序會混亂，因而造成交通堵塞、癱瘓甚至造成車禍，其主要原因在於
traffic_law_choice-268,traffic_law_choice,20,車禍之發生大都是人為因素不遵守交通規則疏忽造成，因此應加強何者為先
traffic_law_choice-269,traffic_law_choice,20,在多車道之路口前
traffic_law_choice-270,traffic_law_choice,20,燈光照射距離突然變遠，表示可能正行駛在下坡路段，為防不測應
traffic_law_choice-271,traffic_law_choice,20,夜間行車如發現照射前方路面的燈光消失，可能是道路中斷、橋樑斷裂或路面坍陷，為了行車安全，應即
traffic_law_choice-272,traffic_law_choice,20,汽車在強風中行駛，若感覺車身有搖晃現象時應
traffic_law_choice-273,traffic_law_choice,20,在轉彎時發生車禍的原因為駕駛人
traffic_law_choice-274,traffic_law_choice,20,汽車行駛高速公路或快速公路，應特別重視行車前保養及檢查
traffic_law_choice-276,traffic_law_choice,20,大型車輛通過時猶如唧筒吸走空氣，隨後會產生強大之吸力，故與大型車併行或會車時應
traffic_law_choice-277,traffic_law_choice,21,行駛高速公路前，應注意收聽電台廣播及利用
traffic_law_choice-278,traffic_law_choice,21,行駛高速或快速公路時
traffic_law_choice-279,traffic_law_choice,21,在同向二車道行車時，如遇機車行駛於與你同一車道的前方，你應
traffic_law_choice-280,traffic_law_choice,21,汽車駕駛人駕車進入高速或快速公路時，應採何種方式
traffic_law_choice-283,traffic_law_choice,21,血色鮮紅血液連續作噴狀流出係
traffic_law_choice-284,traffic_law_choice,21,汽車因碰撞起火燃燒，而致空氣中氧氣不足或呼吸道被物阻塞都會造成
traffic_law_choice-285,traffic_law_choice,21,斷骨穿出皮外大量流血時，應先
traffic_law_choice-286,traffic_law_choice,21,小客車行駛於高速公路時，以多少時速行駛，耗油最少
traffic_law_choice-287,traffic_law_choice,21,汽機車排放廢氣中會造成地球溫室效應的主要氣體是哪一種
traffic_law_choice-289,traffic_law_choice,21,汽車駕駛人對於6 歲以下或需要特別看護之兒童，單獨留置車內者，處駕駛人
traffic_law_choice-290,traffic_law_choice,21,哪些駕駛行為，得以非固定式科學儀器取得證據資料，逕行舉發處罰
traffic_law_choice-294,traffic_law_choice,22,汽車駕駛人行經道路設有劃分島，劃分快、慢車道，在快車道
traffic_law_choice-298,traffic_law_choice,22,汽缸總排氣量550 立方公分以上之大型重型機車行駛於快速公路途中，因機件故障或其他緊急情況無法繼續行駛時滑離車道，應顯示危險警告燈，牽移離開車道，在故障車輛後方
traffic_law_choice-300,traffic_law_choice,22,最小安全跟車距離，必須
traffic_law_choice-301,traffic_law_choice,22,汽車在高速行駛時，載重的重心愈低，其穩定性
traffic_law_choice-302,traffic_law_choice,22,汽車轉彎時，軸距愈長則內外輪差也愈大，也就是所需路面的寬度也
traffic_law_choice-303,traffic_law_choice,22,汽車穿越積水路面後，應特別注意
traffic_law_choice-304,traffic_law_choice,22,以下敘述何者正確
traffic_law_choice-309,traffic_law_choice,23,發生交通事故時，當事人應儘量在現場尋找
traffic_law_choice-310,traffic_law_choice,23,自車禍發生之日起，申請鑑定的期限為
traffic_law_choice-311,traffic_law_choice,23,汽、機車進入加油站加油時
traffic_law_choice-312,traffic_law_choice,23,汽、機車進入加油站加油時
traffic_law_choice-316,traffic_law_choice,23,行車時應
traffic_law_choice-317,traffic_law_choice,23,行車時應注意
traffic_law_choice-318,traffic_law_choice,23,夜間駕車，駕駛人不易發現的目標是
traffic_law_choice-320,traffic_law_choice,24,汽車轉彎時會產生離心力，因此在
traffic_law_choice-321,traffic_law_choice,24,汽車行駛彎道時速度愈快，所產生的離心力
traffic_law_choice-322,traffic_law_choice,24,所謂二段式開門方法，是
traffic_law_choice-323,traffic_law_choice,24,駕車於上坡路段使用二檔時，下坡應使用
traffic_law_choice-324,traffic_law_choice,24,汽車下長坡時，最安全控制速度的方法，是使用
traffic_law_choice-325,traffic_law_choice,24,在山區下坡路段應使用低速檔行駛，其換檔時機為
traffic_law_choice-326,traffic_law_choice,24,緊急煞車致使車輪鎖死時，煞車距離會
traffic_law_choice-327,traffic_law_choice,24,一般汽車緊急煞車時，如導致車輪鎖死，若將方向盤向右轉，車輛的行進方向為：為
traffic_law_choice-328,traffic_law_choice,24,行車最高指導原則，絕對是
traffic_law_choice-329,traffic_law_choice,24,行駛途中，遇前方路上發生事故，警察已到現場處理，應
traffic_law_choice-330,traffic_law_choice,24,下列敍述何者正確
traffic_law_choice-331,traffic_law_choice,24,行車前應注意之事項，以下何者為非
traffic_law_choice-332,traffic_law_choice,24,汽車轉彎或變換車道時，駕駛人要養成將頭左右擺動察看的習性，是因為要
traffic_law_choice-333,traffic_law_choice,24,汽車駕駛人駕駛汽車，應
traffic_law_choice-334,traffic_law_choice,25,汽車應逐日實施安全檢查，並應
traffic_law_choice-335,traffic_law_choice,25,汽車行駛前應檢查項目不包括下列何者
traffic_law_choice-336,traffic_law_choice,25,引擎機油除定期檢查外
traffic_law_choice-337,traffic_law_choice,25,檢查引擎機油時，汽車要
traffic_law_choice-338,traffic_law_choice,25,添加機油時，應由何處加入
traffic_law_choice-339,traffic_law_choice,25,更換機油濾清器
traffic_law_choice-340,traffic_law_choice,25,補充煞車油
traffic_law_choice-341,traffic_law_choice,25,汽車使用中電瓶水不足時，應加入
traffic_law_choice-342,traffic_law_choice,25,檢查電瓶液面高低，並進行補充時
traffic_law_choice-343,traffic_law_choice,25,夜間黑暗處，檢查電瓶液時，不可使用之照明工具
traffic_law_choice-344,traffic_law_choice,25,電瓶樁頭塗上何物，可以防止腐蝕，並使導電良好
traffic_law_choice-345,traffic_law_choice,25,故障車輛實施供電救援時，使用之跨接導線，應
traffic_law_choice-346,traffic_law_choice,25,起動馬達使用之電源係來自
traffic_law_choice-347,traffic_law_choice,25,車上安裝過多耗電電器裝置時
traffic_law_choice-348,traffic_law_choice,25,引擎冷卻水內之防銹劑
traffic_law_choice-349,traffic_law_choice,25,冷卻水產生水垢，容易使引擎冷卻系統
traffic_law_choice-350,traffic_law_choice,26,若冷卻水溫錶所顯示的溫度超出正常範圍，應
traffic_law_choice-351,traffic_law_choice,26,空氣濾清器太髒未更換，會造成
traffic_law_choice-352,traffic_law_choice,26,火星塞不良，容易造成
traffic_law_choice-353,traffic_law_choice,26,"引擎溫度錶指針偏向""H""處，表示溫度"
traffic_law_choice-354,traffic_law_choice,26,汽車方向盤間隙過大時，會產生
traffic_law_choice-355,traffic_law_choice,26,動力轉向裝置的主要優點，為
traffic_law_choice-356,traffic_law_choice,26,將點煙器完全推入，當加熱完成後會自動彈出，使用後將其歸回原位。行車中
traffic_law_choice-357,traffic_law_choice,26,開車調整座椅之時機為
traffic_law_choice-358,traffic_law_choice,26,駕駛座頭枕之高度，應如何調整才安全
traffic_law_choice-360,traffic_law_choice,26,要開啟後行李箱，一般可使用車內行李箱蓋釋放按鈕來開啟，在何種時機下，開啟才安全
traffic_law_choice-361,traffic_law_choice,26,汽車裝置照後鏡及室內鏡，其功能為
traffic_law_choice-363,traffic_law_choice,26,汽油引擎排氣顏色為黑色，表示
traffic_law_choice-364,traffic_law_choice,26,自排車要發動引擎時，應將排檔桿放在
traffic_law_choice-365,traffic_law_choice,27,自排車要將排檔桿從「P」檔排到「R」檔或「D」檔時，須先
traffic_law_choice-366,traffic_law_choice,27,自排車輛停車，駕駛人離開座位前，除應將手煞車拉緊外，排檔桿位置應置於
traffic_law_choice-367,traffic_law_choice,27,自排車多數為前輪驅動，拖吊時除先放手煞車外，然後用什麼方式拖吊，才不致造成變速機構損壞
traffic_law_choice-368,traffic_law_choice,27,駕車時由前進檔換入倒檔，或是由倒檔換入前進檔時
traffic_law_choice-369,traffic_law_choice,27,檢查輪胎氣壓必須在 
traffic_law_choice-370,traffic_law_choice,27,輪胎氣壓不足時，易造成
traffic_law_choice-371,traffic_law_choice,27,輪胎氣壓太低會造成
traffic_law_choice-372,traffic_law_choice,27,汽車各個輪胎胎壓不同時，易造成
traffic_law_choice-373,traffic_law_choice,27,輪胎構造中，那一部份強度最弱
traffic_law_choice-374,traffic_law_choice,27,輪胎胎面中央的花紋有較嚴重摩耗，其原因為
traffic_law_choice-375,traffic_law_choice,27,車胎過度的磨損
traffic_law_choice-376,traffic_law_choice,27,連續使用煞車導致煞車鼓溫度升高後，煞車效果將
traffic_law_choice-377,traffic_law_choice,27,汽車連續下坡，長時間使用煞車時，煞車油油溫容易
traffic_law_choice-378,traffic_law_choice,27,下長陡坡聞到有燒焦臭味，其原因可能是
traffic_law_choice-379,traffic_law_choice,27,使用煞車時，車頭向右偏或左偏，是因為
traffic_law_choice-380,traffic_law_choice,27,煞車踏板踩下時，感到軟軟的，可能原因是因為
traffic_law_choice-381,traffic_law_choice,28,緊踩煞車踏板不放，再發動引擎，此時若發現煞車踏板有下降約一吋，即表示
traffic_law_choice-387,traffic_law_choice,28,禁止停車路段，其禁止時間為每日之
traffic_law_choice-390,traffic_law_choice,28,禁止停車路段
traffic_law_choice-394,traffic_law_choice,29,汽車可停車路段，若無停車位時
traffic_law_choice-397,traffic_law_choice,29,駕駛人開車時應攜帶之重要證件為
traffic_law_choice-400,traffic_law_choice,29,年齡1～4 歲且體重在10～18 公斤之幼童乘坐小客車
traffic_law_choice-401,traffic_law_choice,29,執行任務完畢的消防車、救護車、警備車、工程救險車及毒性化學物質災害事故應變車其行車速度應
traffic_law_choice-402,traffic_law_choice,29,行駛郊區道路，該路段如未設有速限標誌
traffic_law_choice-403,traffic_law_choice,29,汽車裝載時應依規定，下列何者正確
traffic_law_choice-405,traffic_law_choice,29,小型車輛全高不得超過車輛全寬之1.5 倍，其最高不得超過
traffic_law_choice-407,traffic_law_choice,29,高速公路違規行駛路肩，經取締處以
traffic_law_choice-408,traffic_law_choice,30,汽車行駛高速公路或快速公路，其輪胎胎面不得磨損至中華民國國家標準 CNS 1431 汽車用外胎(輪胎)標準或 CNS 4959 卡客車用翻修輪胎標準所訂之
traffic_law_choice-410,traffic_law_choice,30,車禍中不醒人事的骨折傷患
traffic_law_choice-411,traffic_law_choice,30,行駛中如發現道路上設有交通錐、拒馬、護欄等施工封閉設施或機具，但卻無施工人員時，表示
traffic_law_choice-412,traffic_law_choice,30,行經施工區，車速應
traffic_law_choice-415,traffic_law_choice,30,汽缸總排氣量 550 立方公分以上大型重型機車，行駛高、快速公路，另依交通部公告規定之
traffic_law_choice-416,traffic_law_choice,30,汽缸總排氣量 550 立方公分以上大型重型機車行駛高速公路，其駕駛人應有
traffic_law_choice-417,traffic_law_choice,30,汽缸總排氣量 550 立方公分以上大型重型機車行駛高速公路，有同車道併駛、超車行為者處駕駛人新臺幣
traffic_law_choice-419,traffic_law_choice,30,下列哪些地方是高危險區，應避免停駐
traffic_law_choice-420,traffic_law_choice,30,下列何者氣象資訊與道路災害息息相關，應多加留意
traffic_law_choice-421,traffic_law_choice,31,下列哪種駕駛行為有誤
traffic_law_choice-422,traffic_law_choice,31,假設不幸受困於山區道路應如何處置
traffic_law_choice-423,traffic_law_choice,31,下列何者「非」公路單位執行封橋封路等交通管制之目的
traffic_law_choice-426,traffic_law_choice,31,雪地行車的油門及煞車操控方式何者正確
traffic_law_choice-427,traffic_law_choice,31,冬季行經高山地區如遇下雪，應如何行車才安全
traffic_law_choice-428,traffic_law_choice,31,雪地駕車過彎操控方式何者正確
traffic_law_choice-433,traffic_law_choice,32,道路交通事故無人傷亡且車輛尚能行駛案件，當事人使用照相工具紀錄車輛位置與現場痕跡之方式時，下列何者為非
traffic_law_choice-438,traffic_law_choice,32,下列哪種駕駛行為有誤
traffic_law_choice-439,traffic_law_choice,32,汽車駕駛人行駛於快車道，若有微型電動二輪車靠近時應
traffic_law_choice-440,traffic_law_choice,32,汽車於高速公路發生交通事故後
traffic_law_choice-441,traffic_law_choice,32,汽車於高速公路發生交通事故後，無人受傷或死亡且汽車尚能行駛，應優先
traffic_law_choice-442,traffic_law_choice,32,汽車於高速公路發生交通事故後，駕駛人或肇事人應先為處置不包含以下那項
traffic_law_choice-443,traffic_law_choice,33,汽車於高速公路發生道路交通事故，應於車後方多少公尺處放置車輛故障標誌
traffic_law_choice-448,traffic_law_choice,33,能偵測前方障礙物資訊並適時提供駕駛人警告，必要時直接介入煞車之輔助系統稱為
traffic_law_truefalse-001,traffic_law_truefalse,2,尊重生命是駕駛道德最重要的一點，我們開車時要處處顧及行人，尤其應該注意讓老弱婦孺身心障礙者優先通行。
traffic_law_truefalse-002,traffic_law_truefalse,2,遵守交通法規與秩序，只算是優良駕駛人，與駕駛道德無關。
traffic_law_truefalse-003,traffic_law_truefalse,2,汽油著火時，應用滅火器、泥沙或用水浸濕棉被、衣服覆蓋撲滅。
traffic_law_truefalse-004,traffic_law_truefalse,2,禮讓與寬容是駕駛道德的最好表現。
traffic_law_truefalse-005,traffic_law_truefalse,2,在狹窄道路上會車，一定要互相禮讓。
traffic_law_truefalse-007,traffic_law_truefalse,2,看見前面車禍有人受傷，沒有人管，我自已要趕路，明明看（聽）到受傷的人在慘叫，也只有不管。
traffic_law_truefalse-008,traffic_law_truefalse,2,我們在開車前仔細檢查汽車，使其保持良好性能，行駛中處處顧及行人與其他車輛，也是駕駛道德的表現。
traffic_law_truefalse-010,traffic_law_truefalse,2,大雨使路上到處積滿污水，路邊行人雖多，但我怕阻礙後面汽車通行，只得快速通過。
traffic_law_truefalse-011,traffic_law_truefalse,2,行車起駛、換檔、轉彎或煞車，都應顧及乘客的安全和舒適，還要注意路上車輛及行人的安全。
traffic_law_truefalse-013,traffic_law_truefalse,2,一個人飲酒後，雖然視力、聽覺以及判斷能力，都會變為遲鈍，但在其本人的感覺來說，卻很舒暢，所以酒後可以駕駛汽車。
traffic_law_truefalse-014,traffic_law_truefalse,2,汽車拋錨在快車道上，雖然往來車輛甚多，對造成塞車和影響交通安全很大，但為了爭取自己的時間，只有等我趕快修好再開走。
traffic_law_truefalse-015,traffic_law_truefalse,2,我開車有多年經驗，技術熟練有把握，所以在開車時經常和人談笑歌唱，這是技術表現，對行車安全毫無影響。
traffic_law_truefalse-016,traffic_law_truefalse,2,假使我是開客車，更要處處小心謹慎，因為人命關天，乘客的生命都操縱在我的手上。
traffic_law_truefalse-017,traffic_law_truefalse,2,因為我開車開得太久了，曉得開快車的危險可怕，即使乘客要求開快車趕路，但我為了行車安全，還是不能答應，並將危險可怕的教訓告訴他。
traffic_law_truefalse-018,traffic_law_truefalse,2,開車的人如果沒有駕駛道德，是他自己的不幸，也是大家的不幸。
traffic_law_truefalse-019,traffic_law_truefalse,3,遇有老弱婦孺身心障礙者搭乘計程車時，可以增加收費。
traffic_law_truefalse-022,traffic_law_truefalse,3,發現乘客遺留財物在車上時，應立即送還失主或送往最近之警察單位招領。
traffic_law_truefalse-024,traffic_law_truefalse,3,如有外地乘客不熟悉街道，只說出目的地搭乘計程車時，可以任意在市區多繞幾個圈以增加車費收入。
traffic_law_truefalse-025,traffic_law_truefalse,3,如發現患有傳染病或攜帶惡臭物品之乘客，搭車時可藉故婉言拒載。
traffic_law_truefalse-026,traffic_law_truefalse,3,如發現路上有傷患倒在地上時，應即撥打電話號碼110 或119 通知警察或救護醫療單位前往處理。
traffic_law_truefalse-027,traffic_law_truefalse,3,行車不慎撞倒行人，如無傷害可立即加速逃逸以免麻煩。
traffic_law_truefalse-028,traffic_law_truefalse,3,遇持有白手杖或視障朋友於路上行走或通過馬路時，應扶持幫助或禮讓其優先通行。
traffic_law_truefalse-029,traffic_law_truefalse,3,在駕駛汽車前，應保持身心安定，在行駛中，要專心一意，應付行車情況。
traffic_law_truefalse-031,traffic_law_truefalse,3,駕駛汽車不要強爭一分一秒，不可疏忽一分一秒。
traffic_law_truefalse-032,traffic_law_truefalse,3,駕駛汽車是一種手腦並用，高度勞心又勞力的工作，極易疲勞，唯有規律的生活，才能確保行車安全。
traffic_law_truefalse-033,traffic_law_truefalse,3,汽車狀況與交通事故有密切關係，所以汽車各部份機件性能，應經常保持良好狀態，並依規定保養與安全檢查，是安全駕駛重要因素之一。
traffic_law_truefalse-034,traffic_law_truefalse,3,在行車途中如汽車發生故障，足以影響行車安全，仍可勉強行駛。
traffic_law_truefalse-035,traffic_law_truefalse,3,汽車應該在每天開車前實施安全檢查，並應予定期保養。
traffic_law_truefalse-036,traffic_law_truefalse,3,交通法規，是維持交通秩序，保障交通安全的一切準則，不但要瞭解，而且必需遵守才能達到秩序井然，交通安全之理想境界。
traffic_law_truefalse-037,traffic_law_truefalse,3,在開車前，必須檢查車輛，以增進行車安全。
traffic_law_truefalse-038,traffic_law_truefalse,3,駕駛人只求技術優良，對遵守交通規則不必太重視。
traffic_law_truefalse-039,traffic_law_truefalse,4,汽車裝載貨物必須綑紮穩妥， 是車主及駕駛人之責任，也可降低發生危險的機率。
traffic_law_truefalse-040,traffic_law_truefalse,4,身體疲勞仍繼續駕駛汽車，是發生車禍的最大原因之一。
traffic_law_truefalse-041,traffic_law_truefalse,4,身心不健全的人，仍可無限制的繼續駕駛汽車。
traffic_law_truefalse-042,traffic_law_truefalse,4,駕車時無論何時、無論何處，都要注意安全。
traffic_law_truefalse-043,traffic_law_truefalse,4,疲勞駕駛只要降低行車速度並不會影響安全。
traffic_law_truefalse-044,traffic_law_truefalse,4,反應距離加煞車距離，就是停車距離。
traffic_law_truefalse-045,traffic_law_truefalse,4,開車不喝酒，酒後不開車。
traffic_law_truefalse-046,traffic_law_truefalse,4,駕駛人駕車如因過失致人於死傷，在法律上要負刑事 (判刑)、民事(賠償)及行政 (吊銷駕照) 等三種責任。
